Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code,
"FA830720G0044",,"P00002",0,"BOA Basic Ordering Agreement","$0.00","Nov 18, 2020",,"5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","MCLEAN","VA","221023354","NONE","NONE OF THE ABOVE","S71BLA1TM5A6","LREDNC94F876","NOVETTA  INC.","NOVETTA, INC.","1DGQ8",
"FA830720G0044",,"0",0,"BOA Basic Ordering Agreement","$0.00","Jan 15, 2020",,"5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","MCLEAN","VA","221023354","NONE","NONE OF THE ABOVE","S71BLA1TM5A6","LREDNC94F876","NOVETTA SOLUTIONS  LLC","NOVETTA, INC.","1DGQ8",
"FA830720G0044",,"P00003",0,"BOA Basic Ordering Agreement","$0.00","Nov 16, 2021",,"5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","MCLEAN","VA","221023354","NONE","NONE OF THE ABOVE","S71BLA1TM5A6","LREDNC94F876","NOVETTA  INC.","NOVETTA, INC.","1DGQ8",
"FA830720G0044",,"P00001",0,"BOA Basic Ordering Agreement","$0.00","Jun 26, 2020",,"5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","MCLEAN","VA","221023354","NONE","NONE OF THE ABOVE","S71BLA1TM5A6","LREDNC94F876","NOVETTA SOLUTIONS  LLC","NOVETTA, INC.","1DGQ8",
"FA820422F0001","FA830720G0044","P00002","0","DO Delivery Order","$0.00","Dec 1, 2021","Sep 13, 2021","5700","DEPT OF THE AIR FORCE","FA8204  AFNWC PZBA","S","DH01","IT AND TELECOM - PLATFORM SUPPORT SERVICES: DATABASE, MAINFRAME, MIDDLEWARE (LABOR)","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","MCLEAN","VA","221023354","NONE","NONE OF THE ABOVE","S71BLA1TM5A6","LREDNC94F876","NOVETTA  INC.","NOVETTA, INC.","1DGQ8",
"FA820422F0001","FA830720G0044","0","0","DO Delivery Order","$389,604.80","Oct 27, 2021","Sep 13, 2021","5700","DEPT OF THE AIR FORCE","FA8204  AFNWC PZBA","S","DH01","IT AND TELECOM - PLATFORM SUPPORT SERVICES: DATABASE, MAINFRAME, MIDDLEWARE (LABOR)","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","MCLEAN","VA","221023354","NONE","NONE OF THE ABOVE","S71BLA1TM5A6","LREDNC94F876","NOVETTA  INC.","NOVETTA, INC.","1DGQ8",
"FA830720F0080","FA830720G0044","P00008","0","DO Delivery Order","$0.00","Jun 29, 2021","Mar 18, 2020","5700","DEPT OF THE AIR FORCE","FA8204  AFNWC PZBA","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","MCLEAN","VA","221023354","NONE","NONE OF THE ABOVE","S71BLA1TM5A6","LREDNC94F876","NOVETTA  INC.","NOVETTA, INC.","1DGQ8",
"N6833520F0678","FA830720G0044","P00001","0","DO Delivery Order","$0.00","Feb 24, 2021","Jun 1, 2020","1700","DEPT OF THE NAVY","NAVAIR WARFARE CTR AIRCRAFT DIV","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","MCLEAN","VA","221023354","NONE","NONE OF THE ABOVE","S71BLA1TM5A6","LREDNC94F876","NOVETTA  LLC","NOVETTA, INC.","1DGQ8",
"N6833520F0678","FA830720G0044","P00002","0","DO Delivery Order","$683,170.65","Apr 12, 2021","Jun 1, 2020","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","MCLEAN","VA","221023354","NONE","NONE OF THE ABOVE","S71BLA1TM5A6","LREDNC94F876","NOVETTA  INC.","NOVETTA, INC.","1DGQ8",
"FA830720F0080","FA830720G0044","P00002","0","DO Delivery Order","$0.00","Oct 7, 2020","Mar 18, 2020","5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","MCLEAN","VA","221023354","NONE","NONE OF THE ABOVE","S71BLA1TM5A6","LREDNC94F876","NOVETTA  INC.","NOVETTA, INC.","1DGQ8",
