Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code,
"FA830720G0032",,"0",0,"BOA Basic Ordering Agreement","$0.00","Jan 15, 2020",,"5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","MCLEAN","VA","221023830","NONE","NONE OF THE ABOVE","JCBMLGPE6Z71","MBPHTU7Y9S65","BOOZ ALLEN HAMILTON HOLDING CORPORATION","BOOZ ALLEN HAMILTON INC.","17038",
"FA830720G0032",,"P00003",0,"BOA Basic Ordering Agreement","$0.00","Nov 24, 2021",,"5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","MCLEAN","VA","221023830","NONE","NONE OF THE ABOVE","JCBMLGPE6Z71","MBPHTU7Y9S65","BOOZ ALLEN HAMILTON HOLDING CORPORATION","BOOZ ALLEN HAMILTON INC.","17038",
"FA830720G0032",,"P00001",0,"BOA Basic Ordering Agreement","$0.00","Jun 26, 2020",,"5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","MCLEAN","VA","221023830","NONE","NONE OF THE ABOVE","JCBMLGPE6Z71","MBPHTU7Y9S65","BOOZ ALLEN HAMILTON HOLDING CORPORATION","BOOZ ALLEN HAMILTON INC.","17038",
"FA830720G0032",,"P00002",0,"BOA Basic Ordering Agreement","$0.00","Nov 18, 2020",,"5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","MCLEAN","VA","221023830","NONE","NONE OF THE ABOVE","JCBMLGPE6Z71","MBPHTU7Y9S65","BOOZ ALLEN HAMILTON HOLDING CORPORATION","BOOZ ALLEN HAMILTON INC.","17038",
"FA830720F0068","FA830720G0032","P00008","0","DO Delivery Order","$0.00","Mar 25, 2021","Feb 14, 2020","5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","MCLEAN","VA","221023830","NONE","NONE OF THE ABOVE","JCBMLGPE6Z71","MBPHTU7Y9S65","BOOZ ALLEN HAMILTON HOLDING CORPORATION","BOOZ ALLEN HAMILTON INC.","17038",
"FA830720F0068","FA830720G0032","P00012","0","DO Delivery Order","$367,000.00","May 7, 2021","Feb 14, 2020","5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","MCLEAN","VA","221023830","NONE","NONE OF THE ABOVE","JCBMLGPE6Z71","MBPHTU7Y9S65","BOOZ ALLEN HAMILTON HOLDING CORPORATION","BOOZ ALLEN HAMILTON INC.","17038",
"FA830720F0068","FA830720G0032","P00019","0","DO Delivery Order","$462,992.49","Sep 27, 2021","Feb 14, 2020","5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","MCLEAN","VA","221023830","NONE","NONE OF THE ABOVE","JCBMLGPE6Z71","MBPHTU7Y9S65","BOOZ ALLEN HAMILTON HOLDING CORPORATION","BOOZ ALLEN HAMILTON INC.","17038",
"FA830720F0102","FA830720G0032","P00003","0","DO Delivery Order","$826,870.80","Nov 17, 2020","Apr 13, 2020","5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","MCLEAN","VA","221023830","NONE","NONE OF THE ABOVE","JCBMLGPE6Z71","MBPHTU7Y9S65","BOOZ ALLEN HAMILTON HOLDING CORPORATION","BOOZ ALLEN HAMILTON INC.","17038",
"FA830720F0068","FA830720G0032","P00002","0","DO Delivery Order","$1,993,092.22","May 22, 2020","Feb 14, 2020","5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","MCLEAN","VA","221023830","NONE","NONE OF THE ABOVE","JCBMLGPE6Z71","MBPHTU7Y9S65","BOOZ ALLEN HAMILTON HOLDING CORPORATION","BOOZ ALLEN HAMILTON INC.","17038",
"FA830720F0068","FA830720G0032","P00014","0","DO Delivery Order","$418,300.10","Jun 7, 2021","Feb 14, 2020","5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","MCLEAN","VA","221023830","NONE","NONE OF THE ABOVE","JCBMLGPE6Z71","MBPHTU7Y9S65","BOOZ ALLEN HAMILTON HOLDING CORPORATION","BOOZ ALLEN HAMILTON INC.","17038",
