Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code,
"FA830721G0020",,"0",0,"BOA Basic Ordering Agreement","$0.00","Oct 13, 2020",,"5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","RESTON","VA","201903336","NONE","NONE OF THE ABOVE","M9ALV9LKVDC3","M9ALV9LKVDC3","THOUGHT OBJECT LLC","RAFT LLC","7GZL2",
"FA830721F0073","FA830721G0020","P00004","0","DO Delivery Order","$572,355.00","Dec 20, 2021","Jun 29, 2021","5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","DA01","IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR)","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","RESTON","VA","201903336","NONE","NONE OF THE ABOVE","M9ALV9LKVDC3","M9ALV9LKVDC3","THOUGHT OBJECT LLC","RAFT LLC","7GZL2",
"FA251821F0020","FA830721G0020","P00002","0","DO Delivery Order","$170,500.00","Nov 5, 2021","May 12, 2021","5700","DEPT OF THE AIR FORCE","FA2518  USSF SPOC SAM-D CONTRACTING","S","DA01","IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR)","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","RESTON","VA","201903336","NONE","NONE OF THE ABOVE","M9ALV9LKVDC3","M9ALV9LKVDC3","THOUGHT OBJECT LLC","RAFT LLC","7GZL2",
"FA251821F0020","FA830721G0020","0","0","DO Delivery Order","$1,197,388.80","Jul 30, 2021","May 12, 2021","5700","DEPT OF THE AIR FORCE","FA2518  USSF SPOC SAM-D CONTRACTING","S","DA01","IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR)","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","RESTON","VA","201903336","NONE","NONE OF THE ABOVE","M9ALV9LKVDC3","M9ALV9LKVDC3","THOUGHT OBJECT LLC","RAFT LLC","7GZL2",
"FA251821F0020","FA830721G0020","P00001","0","DO Delivery Order","$0.00","Oct 20, 2021","May 12, 2021","5700","DEPT OF THE AIR FORCE","FA2518  USSF SPOC SAM-D CONTRACTING","S","DA01","IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR)","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","RESTON","VA","201903336","NONE","NONE OF THE ABOVE","M9ALV9LKVDC3","M9ALV9LKVDC3","THOUGHT OBJECT LLC","RAFT LLC","7GZL2",
"FA873021F0166","FA830721G0020","0","0","DO Delivery Order","$1,000,000.00","Jul 14, 2021","Jul 14, 2021","5700","DEPT OF THE AIR FORCE","FA8730 DIGITAL DIRECTORATE AFLCMC H","P","7J20","IT AND TELECOM - SECURITY AND COMPLIANCE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE)","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","RESTON","VA","201903336","NONE","NONE OF THE ABOVE","M9ALV9LKVDC3","M9ALV9LKVDC3","THOUGHT OBJECT LLC","RAFT LLC","7GZL2",
"FA873021F0166","FA830721G0020","P00002","0","DO Delivery Order","$536,718.10","Sep 28, 2021","Jul 14, 2021","5700","DEPT OF THE AIR FORCE","FA8730 DIGITAL DIRECTORATE AFLCMC H","P","7J20","IT AND TELECOM - SECURITY AND COMPLIANCE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE)","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","RESTON","VA","201903336","NONE","NONE OF THE ABOVE","M9ALV9LKVDC3","M9ALV9LKVDC3","THOUGHT OBJECT LLC","RAFT LLC","7GZL2",
"FA830721F0073","FA830721G0020","P00002","0","DO Delivery Order","$0.00","Oct 21, 2021","Jun 29, 2021","5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","DA01","IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR)","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","RESTON","VA","201903336","NONE","NONE OF THE ABOVE","M9ALV9LKVDC3","M9ALV9LKVDC3","THOUGHT OBJECT LLC","RAFT LLC","7GZL2",
"FA830721F0073","FA830721G0020","P00005","0","DO Delivery Order","$885,285.40","Mar 30, 2022","Jun 29, 2021","5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","DA01","IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR)","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","RESTON","VA","201903336","NONE","NONE OF THE ABOVE","M9ALV9LKVDC3","M9ALV9LKVDC3","THOUGHT OBJECT LLC","RAFT LLC","7GZL2",
"FA873021F0166","FA830721G0020","P00004","0","DO Delivery Order","$2,483,183.10","Dec 22, 2021","Jul 14, 2021","5700","DEPT OF THE AIR FORCE","FA8730 DIGITAL DIRECTORATE AFLCMC H","P","7J20","IT AND TELECOM - SECURITY AND COMPLIANCE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE)","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","RESTON","VA","201903336","NONE","NONE OF THE ABOVE","M9ALV9LKVDC3","M9ALV9LKVDC3","THOUGHT OBJECT LLC","RAFT LLC","7GZL2",
