Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code,
"FA830720G0003",,"P00002",0,"BOA Basic Ordering Agreement","$0.00","Jun 19, 2020",,"5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","541512","COMPUTER SYSTEMS DESIGN SERVICES","ARLINGTON","VA","222031797","NONE","NONE OF THE ABOVE","JZR9XYGMPLY5","JZR9XYGMPLY5","BLUE IVY PARTNERS  LLC","BLUE IVY PARTNERS, LLC","8D8P1",
"FA830720G0003",,"0",0,"BOA Basic Ordering Agreement","$0.00","Oct 31, 2019",,"5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","541512","COMPUTER SYSTEMS DESIGN SERVICES","ARLINGTON","VA","222031797","NONE","NONE OF THE ABOVE","JZR9XYGMPLY5","JZR9XYGMPLY5","BLUE IVY PARTNERS  LLC","BLUE IVY PARTNERS, LLC","6QAC3",
"FA820421F0028","FA830720G0003","P00003","0","DO Delivery Order","$315,018.98","Dec 16, 2021","Jul 28, 2021","5700","DEPT OF THE AIR FORCE","FA8204  AFNWC PZBA","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","541512","COMPUTER SYSTEMS DESIGN SERVICES","ARLINGTON","VA","222031797","NONE","NONE OF THE ABOVE","JZR9XYGMPLY5","JZR9XYGMPLY5","BLUE IVY PARTNERS  LLC","BLUE IVY PARTNERS, LLC","6QAC3",
"FA813621F0152","FA830720G0003","0","0","DO Delivery Order","$1,067,653.00","Sep 30, 2021","Sep 2, 2021","5700","DEPT OF THE AIR FORCE","FA8136  AFMC PZIOB","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","541512","COMPUTER SYSTEMS DESIGN SERVICES","ARLINGTON","VA","222031797","NONE","NONE OF THE ABOVE","JZR9XYGMPLY5","JZR9XYGMPLY5","BLUE IVY PARTNERS  LLC","BLUE IVY PARTNERS, LLC","6QAC3",
"FA820421F0028","FA830720G0003","P00005","0","DO Delivery Order","$617,176.00","Feb 23, 2022","Jul 28, 2021","5700","DEPT OF THE AIR FORCE","FA8204  AFNWC PZBA","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","541512","COMPUTER SYSTEMS DESIGN SERVICES","ARLINGTON","VA","222031797","NONE","NONE OF THE ABOVE","JZR9XYGMPLY5","JZR9XYGMPLY5","BLUE IVY PARTNERS  LLC","BLUE IVY PARTNERS, LLC","6QAC3",
"FA830720G0003",,"P00001",0,"BOA Basic Ordering Agreement","$0.00","Jan 15, 2020",,"5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","541512","COMPUTER SYSTEMS DESIGN SERVICES","ARLINGTON","VA","222031797","NONE","NONE OF THE ABOVE","JZR9XYGMPLY5","JZR9XYGMPLY5","BLUE IVY PARTNERS  LLC","BLUE IVY PARTNERS, LLC","8D8P1",
"FA830720G0003",,"P00003",0,"BOA Basic Ordering Agreement","$0.00","Dec 1, 2020",,"5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","541512","COMPUTER SYSTEMS DESIGN SERVICES","ARLINGTON","VA","222031797","NONE","NONE OF THE ABOVE","JZR9XYGMPLY5","JZR9XYGMPLY5","BLUE IVY PARTNERS  LLC","BLUE IVY PARTNERS, LLC","6QAC3",
"FA813621F0152","FA830720G0003","P00001","0","DO Delivery Order","$0.00","Nov 4, 2021","Sep 2, 2021","5700","DEPT OF THE AIR FORCE","FA8136  AFMC PZIOB","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","541512","COMPUTER SYSTEMS DESIGN SERVICES","ARLINGTON","VA","222031797","NONE","NONE OF THE ABOVE","JZR9XYGMPLY5","JZR9XYGMPLY5","BLUE IVY PARTNERS  LLC","BLUE IVY PARTNERS, LLC","6QAC3",
"FA877120F0028","FA830720G0003","0","0","DO Delivery Order","$150,000.00","Jul 22, 2020","Jul 7, 2020","5700","DEPT OF THE AIR FORCE","FA8771  AFLCMC HIK","P","7030","INFORMATION TECHNOLOGY SOFTWARE","541512","COMPUTER SYSTEMS DESIGN SERVICES","ARLINGTON","VA","222031797","NONE","NONE OF THE ABOVE","JZR9XYGMPLY5","JZR9XYGMPLY5","BLUE IVY PARTNERS  LLC","BLUE IVY PARTNERS, LLC","6QAC3",
"FA820421F0028","FA830720G0003","P00001","0","DO Delivery Order","$0.00","Nov 1, 2021","Jul 28, 2021","5700","DEPT OF THE AIR FORCE","FA8204  AFNWC PZBA","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","541512","COMPUTER SYSTEMS DESIGN SERVICES","ARLINGTON","VA","222031797","NONE","NONE OF THE ABOVE","JZR9XYGMPLY5","JZR9XYGMPLY5","BLUE IVY PARTNERS  LLC","BLUE IVY PARTNERS, LLC","6QAC3",
"FA820421F0028","FA830720G0003","P00002","0","DO Delivery Order","$500,000.00","Nov 16, 2021","Jul 28, 2021","5700","DEPT OF THE AIR FORCE","FA8204  AFNWC PZBA","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","541512","COMPUTER SYSTEMS DESIGN SERVICES","ARLINGTON","VA","222031797","NONE","NONE OF THE ABOVE","JZR9XYGMPLY5","JZR9XYGMPLY5","BLUE IVY PARTNERS  LLC","BLUE IVY PARTNERS, LLC","6QAC3",
"FA877120F0028","FA830720G0003","P00002","0","DO Delivery Order","$9,000.00","Sep 23, 2020","Jul 7, 2020","5700","DEPT OF THE AIR FORCE","FA8771  AFLCMC HIK","P","7030","INFORMATION TECHNOLOGY SOFTWARE","541512","COMPUTER SYSTEMS DESIGN SERVICES","ARLINGTON","VA","222031797","NONE","NONE OF THE ABOVE","JZR9XYGMPLY5","JZR9XYGMPLY5","BLUE IVY PARTNERS  LLC","BLUE IVY PARTNERS, LLC","6QAC3",
"FA820421F0028","FA830720G0003","0","0","DO Delivery Order","$2,900,000.00","Aug 20, 2021","Jul 28, 2021","5700","DEPT OF THE AIR FORCE","FA8204  AFNWC PZBA","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","541512","COMPUTER SYSTEMS DESIGN SERVICES","ARLINGTON","VA","222031797","NONE","NONE OF THE ABOVE","JZR9XYGMPLY5","JZR9XYGMPLY5","BLUE IVY PARTNERS  LLC","BLUE IVY PARTNERS, LLC","6QAC3",
"FA820421F0028","FA830720G0003","P00004","0","DO Delivery Order","$518,400.00","Jan 24, 2022","Jul 28, 2021","5700","DEPT OF THE AIR FORCE","FA8204  AFNWC PZBA","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","541512","COMPUTER SYSTEMS DESIGN SERVICES","ARLINGTON","VA","222031797","NONE","NONE OF THE ABOVE","JZR9XYGMPLY5","JZR9XYGMPLY5","BLUE IVY PARTNERS  LLC","BLUE IVY PARTNERS, LLC","6QAC3",
"FA820421F0028","FA830720G0003","P00006","0","DO Delivery Order","$543,005.02","Mar 22, 2022","Jul 28, 2021","5700","DEPT OF THE AIR FORCE","FA8204  AFNWC PZBA","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","541512","COMPUTER SYSTEMS DESIGN SERVICES","ARLINGTON","VA","222031797","NONE","NONE OF THE ABOVE","JZR9XYGMPLY5","JZR9XYGMPLY5","BLUE IVY PARTNERS  LLC","BLUE IVY PARTNERS, LLC","6QAC3",
"FA877120F0028","FA830720G0003","P00001","0","DO Delivery Order","$0.00","Jul 30, 2020","Jul 7, 2020","5700","DEPT OF THE AIR FORCE","FA8771  AFLCMC HIK","P","7030","INFORMATION TECHNOLOGY SOFTWARE","541512","COMPUTER SYSTEMS DESIGN SERVICES","ARLINGTON","VA","222031797","NONE","NONE OF THE ABOVE","JZR9XYGMPLY5","JZR9XYGMPLY5","BLUE IVY PARTNERS  LLC","BLUE IVY PARTNERS, LLC","6QAC3",
