Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code,
"FA830720G0064",,"P00001",0,"BOA Basic Ordering Agreement","$0.00","Jan 15, 2020",,"5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","518210","DATA PROCESSING, HOSTING, AND RELATED SERVICES","SEATTLE","WA","981095210","NONE","NONE OF THE ABOVE","NQEWN6C1LSU5","G5F2C46HBCM3","AMAZON.COM  INC.","AMAZON WEB SERVICES, INC.","66EB1",
"N6833520F0792","FA830720G0064","0","0","DO Delivery Order","$3,779,131.00","Sep 15, 2020","Aug 27, 2020","1700","DEPT OF THE NAVY","NAVAIR WARFARE CTR AIRCRAFT DIV","P","7030","INFORMATION TECHNOLOGY SOFTWARE","518210","DATA PROCESSING, HOSTING, AND RELATED SERVICES","SEATTLE","WA","981095210","NONE","NONE OF THE ABOVE","NQEWN6C1LSU5","G5F2C46HBCM3","AMAZON.COM  INC.","AMAZON WEB SERVICES, INC.","66EB1",
"FA251821F0036","FA830720G0064","P00002","0","DO Delivery Order","$0.00","Dec 29, 2021","Sep 15, 2021","5700","DEPT OF THE AIR FORCE","FA2518  USSF SPOC SAM-D CONTRACTING","S","DK10","IT AND TELECOM - STORAGE AS A SERVICE","518210","DATA PROCESSING, HOSTING, AND RELATED SERVICES","SEATTLE","WA","981095210","NONE","NONE OF THE ABOVE","NQEWN6C1LSU5","G5F2C46HBCM3","AMAZON.COM  INC.","AMAZON WEB SERVICES, INC.","66EB1",
"FA251821F0036","FA830720G0064","0","0","DO Delivery Order","$2,280,000.00","Sep 29, 2021","Sep 15, 2021","5700","DEPT OF THE AIR FORCE","FA2518  USSF SPOC SAM-D CONTRACTING","S","DK10","IT AND TELECOM - STORAGE AS A SERVICE","518210","DATA PROCESSING, HOSTING, AND RELATED SERVICES","SEATTLE","WA","981095210","NONE","NONE OF THE ABOVE","NQEWN6C1LSU5","G5F2C46HBCM3","AMAZON.COM  INC.","AMAZON WEB SERVICES, INC.","66EB1",
"FA830720G0064",,"0",0,"BOA Basic Ordering Agreement","$0.00","Nov 1, 2019",,"5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","518210","DATA PROCESSING, HOSTING, AND RELATED SERVICES","SEATTLE","WA","981095210","NONE","NONE OF THE ABOVE","NQEWN6C1LSU5","G5F2C46HBCM3","AMAZON.COM  INC.","AMAZON WEB SERVICES, INC.","66EB1",
"FA830720G0064",,"P00002",0,"BOA Basic Ordering Agreement","$0.00","Dec 7, 2020",,"5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","518210","DATA PROCESSING, HOSTING, AND RELATED SERVICES","SEATTLE","WA","981095210","NONE","NONE OF THE ABOVE","NQEWN6C1LSU5","G5F2C46HBCM3","AMAZON.COM  INC.","AMAZON WEB SERVICES, INC.","66EB1",
"FA259520F0018","FA830720G0064","0","0","DO Delivery Order","$270,000.00","Sep 30, 2020",,"5700","DEPT OF THE AIR FORCE","FA2595  USSF ESD NNC DIVISION","P","7030","INFORMATION TECHNOLOGY SOFTWARE","518210","DATA PROCESSING, HOSTING, AND RELATED SERVICES","SEATTLE","WA","981095210","NONE","NONE OF THE ABOVE","NQEWN6C1LSU5","G5F2C46HBCM3","AMAZON.COM  INC.","AMAZON WEB SERVICES, INC.","66EB1",
"N6833520F0792","FA830720G0064","P00002","0","DO Delivery Order","$0.00","May 17, 2021","Aug 27, 2020","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","7030","INFORMATION TECHNOLOGY SOFTWARE","518210","DATA PROCESSING, HOSTING, AND RELATED SERVICES","SEATTLE","WA","981095210","NONE","NONE OF THE ABOVE","NQEWN6C1LSU5","G5F2C46HBCM3","AMAZON.COM  INC.","AMAZON WEB SERVICES, INC.","66EB1",
"FA259520F0018","FA830720G0064","P00001","0","DO Delivery Order","$0.00","Jun 16, 2021",,"5700","DEPT OF THE AIR FORCE","FA2595  USSF ESD NNC DIVISION","P","7030","INFORMATION TECHNOLOGY SOFTWARE","518210","DATA PROCESSING, HOSTING, AND RELATED SERVICES","SEATTLE","WA","981095210","NONE","NONE OF THE ABOVE","NQEWN6C1LSU5","G5F2C46HBCM3","AMAZON.COM  INC.","AMAZON WEB SERVICES, INC.","66EB1",
"FA259520F0018","FA830720G0064","P00002","0","DO Delivery Order","$550,147.92","Jul 22, 2021",,"5700","DEPT OF THE AIR FORCE","FA2518  USSF SPOC SAM-D CONTRACTING","P","7030","INFORMATION TECHNOLOGY SOFTWARE","518210","DATA PROCESSING, HOSTING, AND RELATED SERVICES","SEATTLE","WA","981095210","NONE","NONE OF THE ABOVE","NQEWN6C1LSU5","G5F2C46HBCM3","AMAZON.COM  INC.","AMAZON WEB SERVICES, INC.","66EB1",
"N6833520F0792","FA830720G0064","P00003","0","DO Delivery Order","$260,000.00","Dec 15, 2021","Aug 27, 2020","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","7030","INFORMATION TECHNOLOGY SOFTWARE","518210","DATA PROCESSING, HOSTING, AND RELATED SERVICES","SEATTLE","WA","981095210","NONE","NONE OF THE ABOVE","NQEWN6C1LSU5","G5F2C46HBCM3","AMAZON.COM  INC.","AMAZON WEB SERVICES, INC.","66EB1",
"FA251821F0036","FA830720G0064","P00001","0","DO Delivery Order","$0.00","Oct 29, 2021","Sep 15, 2021","5700","DEPT OF THE AIR FORCE","FA2518  USSF SPOC SAM-D CONTRACTING","S","DK10","IT AND TELECOM - STORAGE AS A SERVICE","518210","DATA PROCESSING, HOSTING, AND RELATED SERVICES","SEATTLE","WA","981095210","NONE","NONE OF THE ABOVE","NQEWN6C1LSU5","G5F2C46HBCM3","AMAZON.COM  INC.","AMAZON WEB SERVICES, INC.","66EB1",
"FA251821F0036","FA830720G0064","P00003","0","DO Delivery Order","-$250,000.00","Feb 8, 2022","Sep 15, 2021","5700","DEPT OF THE AIR FORCE","FA2518  USSF SPOC SAM-D CONTRACTING","S","DK10","IT AND TELECOM - STORAGE AS A SERVICE","518210","DATA PROCESSING, HOSTING, AND RELATED SERVICES","SEATTLE","WA","981095210","NONE","NONE OF THE ABOVE","NQEWN6C1LSU5","G5F2C46HBCM3","AMAZON.COM  INC.","AMAZON WEB SERVICES, INC.","66EB1",
"N0001922F0963","FA830720G0064","0","0","DO Delivery Order","$4,300,000.00","Dec 21, 2021","Nov 12, 2021","1700","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","P","7A20","IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE)","518210","DATA PROCESSING, HOSTING, AND RELATED SERVICES","SEATTLE","WA","981095210","NONE","NONE OF THE ABOVE","NQEWN6C1LSU5","G5F2C46HBCM3","AMAZON.COM  INC.","AMAZON WEB SERVICES, INC.","66EB1",
"N6833520F0792","FA830720G0064","P00001","0","DO Delivery Order","$0.00","Sep 18, 2020","Aug 27, 2020","1700","DEPT OF THE NAVY","NAVAIR WARFARE CTR AIRCRAFT DIV","P","7030","INFORMATION TECHNOLOGY SOFTWARE","518210","DATA PROCESSING, HOSTING, AND RELATED SERVICES","SEATTLE","WA","981095210","NONE","NONE OF THE ABOVE","NQEWN6C1LSU5","G5F2C46HBCM3","AMAZON.COM  INC.","AMAZON WEB SERVICES, INC.","66EB1",
