Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code,
"FA830720G0041",,"P00001",0,"BOA Basic Ordering Agreement","$0.00","Jun 26, 2020",,"5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","RESTON","VA","201911500","NONE","NONE OF THE ABOVE","T5ABM4JSGYN5","T5ABM4JSGYN5","GLOBAL INFOTEK  INC.","GLOBAL INFOTEK, INC.","07AE7",
"FA830720G0041",,"0",0,"BOA Basic Ordering Agreement","$0.00","Jan 15, 2020",,"5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","RESTON","VA","201911500","NONE","NONE OF THE ABOVE","T5ABM4JSGYN5","T5ABM4JSGYN5","GLOBAL INFOTEK  INC.","GLOBAL INFOTEK, INC.","07AE7",
"FA830720G0041",,"P00002",0,"BOA Basic Ordering Agreement","$0.00","Nov 18, 2020",,"5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","RESTON","VA","201911500","NONE","NONE OF THE ABOVE","T5ABM4JSGYN5","T5ABM4JSGYN5","GLOBAL INFOTEK  INC.","GLOBAL INFOTEK, INC.","07AE7",
"FA830721F0112","FA830720G0041","P00002","0","DO Delivery Order","$290,918.40","Jan 31, 2022","May 3, 2021","5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","DA01","IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR)","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","RESTON","VA","201911500","NONE","NONE OF THE ABOVE","T5ABM4JSGYN5","T5ABM4JSGYN5","GLOBAL INFOTEK  INC.","GLOBAL INFOTEK, INC.","07AE7",
"FA830722F0008","FA830720G0041","P00002","0","DO Delivery Order","$445,681.94","Nov 23, 2021","Sep 1, 2021","5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","DA01","IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR)","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","RESTON","VA","201911500","NONE","NONE OF THE ABOVE","T5ABM4JSGYN5","T5ABM4JSGYN5","GLOBAL INFOTEK  INC.","GLOBAL INFOTEK, INC.","07AE7",
"FA830721F0112","FA830720G0041","0","0","DO Delivery Order","$290,918.40","Aug 27, 2021","May 3, 2021","5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","DA01","IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR)","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","RESTON","VA","201911500","NONE","NONE OF THE ABOVE","T5ABM4JSGYN5","T5ABM4JSGYN5","GLOBAL INFOTEK  INC.","GLOBAL INFOTEK, INC.","07AE7",
"FA830721F0112","FA830720G0041","P00001","0","DO Delivery Order","$0.00","Sep 7, 2021","May 3, 2021","5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","DA01","IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR)","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","RESTON","VA","201911500","NONE","NONE OF THE ABOVE","T5ABM4JSGYN5","T5ABM4JSGYN5","GLOBAL INFOTEK  INC.","GLOBAL INFOTEK, INC.","07AE7",
"FA830722F0008","FA830720G0041","0","0","DO Delivery Order","$583,060.97","Oct 25, 2021","Sep 1, 2021","5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","DA01","IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR)","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","RESTON","VA","201911500","NONE","NONE OF THE ABOVE","T5ABM4JSGYN5","T5ABM4JSGYN5","GLOBAL INFOTEK  INC.","GLOBAL INFOTEK, INC.","07AE7",
"FA830722F0008","FA830720G0041","P00003","0","DO Delivery Order","$1,406,465.96","Feb 15, 2022","Sep 1, 2021","5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","DA01","IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR)","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","RESTON","VA","201911500","NONE","NONE OF THE ABOVE","T5ABM4JSGYN5","T5ABM4JSGYN5","GLOBAL INFOTEK  INC.","GLOBAL INFOTEK, INC.","07AE7",
"FA830722F0008","FA830720G0041","P00001","0","DO Delivery Order","$15,000.00","Nov 5, 2021","Sep 1, 2021","5700","DEPT OF THE AIR FORCE","FA8307  AFLCMC HNCK C3IN","S","DA01","IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR)","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","RESTON","VA","201911500","NONE","NONE OF THE ABOVE","T5ABM4JSGYN5","T5ABM4JSGYN5","GLOBAL INFOTEK  INC.","GLOBAL INFOTEK, INC.","07AE7",
